,description,created_at,text
1382,ชาติหน้ามีจริงนะขอเกิดที่อเมริกาได้ไหมเรียนแป๊บนึงการบ้านไม่มี พ่อแม่ตามใจ ปรึกษาได้ทุกเรื่องแม้กระทั่งเรื่องเพศ ขอนะขอจริงๆเลย ได้โปรด การเรียน8-9ชั่วโมงต่อวันแล้วประโคมการบ้าน เก็บคะเเนน สอบ มันได้อะไรเหรอถามจริงๆ #การศึกษาฆ่าฉัน,2021-08-13 07:19:14,ชาติหน้ามีจริงนะขอเกิดที่อเมริกาได้ไหมเรียนแป๊บนึงการบ้านไม่มี พ่อแม่ตามใจ ปรึกษาได้ทุกเรื่องแม้กระทั่งเรื่องเพศ ขอนะขอจริงๆเลย ได้โปรด การเรียน8 9ชั่วโมงต่อวันแล้วประโคมการบ้าน เก็บคะเเนน สอบ มันได้อะไรเหรอถามจริงๆ
1383,เหนื่อยอะ เรียนออนไลน์ก็ไม่เข้าใจ ครูก็เอาแต่สั่งงานเอาๆ ถึงรร.จะลดเวลาเรียนแต่ก็แม่งไม่ช่วยเหี้ยไรเลย มันก็เหมือนเดิมอยู่ดีอะ สุขภาพจิตแย่ขึ้นทุกวัน อยากจะดรอปก็เกรงใจพ่อแม่ที่จ่ายค่าเทอมให้ทั้งค่าชุดนร.ทั้งชุดพละชุดพื้นเมืองกระเป๋ารร.อีกเยอะแยะเห้อ #การศึกษาไทย #การศึกษาฆ่าฉัน,2021-08-13 07:27:57,เหนื่อยอะ เรียนออนไลน์ก็ไม่เข้าใจ ครูก็เอาแต่สั่งงานเอาๆ ถึงรร จะลดเวลาเรียนแต่ก็แม่งไม่ช่วยเหี้ยไรเลย มันก็เหมือนเดิมอยู่ดีอะ สุขภาพจิตแย่ขึ้นทุกวัน อยากจะดรอปก็เกรงใจพ่อแม่ที่จ่ายค่าเทอมให้ทั้งค่าชุดนร ทั้งชุดพละชุดพื้นเมืองกระเป๋ารร อีกเยอะแยะเห้อ
1384,เครียดมาก เครียดจนแทบจะไม่ไหวครูสั่งงานเยอะมากอะ แล้วสอบอะคือเด็กมันไม่มีอะไรจะให้สอบไง ครูก็สอนไม่เต็มที่ งานอื่นๆก็ต้องเคลียร์คือ กูต้องทนกับสภาพแบบนี้อีกนานแค่ไหนอะ  #การศึกษาฆ่าฉัน,2021-08-13 08:01:57,เครียดมาก เครียดจนแทบจะไม่ไหวครูสั่งงานเยอะมากอะ แล้วสอบอะคือเด็กมันไม่มีอะไรจะให้สอบไง ครูก็สอนไม่เต็มที่ งานอื่นๆก็ต้องเคลียร์คือ กูต้องทนกับสภาพแบบนี้อีกนานแค่ไหนอะ
1385,ถ้าการศึกษาไทยเท่าเทียมกัน นักเรียนคงไม่จำเป็นไปเรียนพิเศษเพิ่มหรอก ครูบางท่านสอนเหมือนไม่สอน โฟกัสแค่เด็กที่ตอบได้แล้วเด็กพวกนั้นเป็นใคร(เด็กที่เรียนพิเศษมา) เลยสามารถตอบครูได้ ในขณะที่เด็กบางกลุ่มตอบไม่ได้ ครูก็ไม่พอใจบ้าง การศึกษาไทยควรเท่ากัน!!!!!!!!!! #การศึกษาไทย https://t.co/dDgMblmXjI,2021-08-13 08:08:31,ถ้าการศึกษาไทยเท่าเทียมกัน นักเรียนคงไม่จำเป็นไปเรียนพิเศษเพิ่มหรอก ครูบางท่านสอนเหมือนไม่สอน โฟกัสแค่เด็กที่ตอบได้แล้วเด็กพวกนั้นเป็นใคร เด็กที่เรียนพิเศษมา  เลยสามารถตอบครูได้ ในขณะที่เด็กบางกลุ่มตอบไม่ได้ ครูก็ไม่พอใจบ้าง การศึกษาไทยควรเท่ากัน          
1386,"#เรียนออนไลน์2021
อาจารย์ ก.ช :
พวกที่เข้ามาปั่น มันเป็นพวกเด็กที่ไม่มีใครสั่งสอน เป็นพวกขยะสังคม ถ้าเข้ามาปั่นอีก จะยกเลิกสอบครั้งนี้ให้หมดเลย ไม่ต้องสอบ!!

พวกกู :
การพูดการจาของมึงก็ไม่ได้ต่างอะไรจากที่มึงด่าเด็กหรอกนะ บุพการีไม่รักหรอจ๊ะ หึ๊ม อีก.ช!
#mpnfacts #การศึกษาฆ่าฉัน https://t.co/o9dnGnOEGE",2021-08-13 08:29:27,อาจารย์ ก ช   พวกที่เข้ามาปั่น มันเป็นพวกเด็กที่ไม่มีใครสั่งสอน เป็นพวกขยะสังคม ถ้าเข้ามาปั่นอีก จะยกเลิกสอบครั้งนี้ให้หมดเลย ไม่ต้องสอบ   พวกกู   การพูดการจาของมึงก็ไม่ได้ต่างอะไรจากที่มึงด่าเด็กหรอกนะ บุพการีไม่รักหรอจ๊ะ หึ๊ม อีก ช 
1387,สวัสดีค่ะ ใครสนใจร่วมสมทบทุนช่วยเหลือนักเรียนโรงเรียนวัดท่างาม โรงเรียนนี้ถูกทอดทิ้ง ทำให้คุณครูที่มีอยู่ทำงานเกือบทุกอย่าง ส่งข้อความมาได้เลยนะคะ เดี๋ยวจะแจ้งเลขบัญชีของโรงเรียนให้ค่ะ #นครศรีธรรมราช #โรงเรียนวัดท่างาม #การศึกษาไทย #โรงเรียนถูกทอดทิ้ง https://t.co/ESHSD6qenY,2021-08-13 08:32:41,สวัสดีค่ะ ใครสนใจร่วมสมทบทุนช่วยเหลือนักเรียนโรงเรียนวัดท่างาม โรงเรียนนี้ถูกทอดทิ้ง ทำให้คุณครูที่มีอยู่ทำงานเกือบทุกอย่าง ส่งข้อความมาได้เลยนะคะ เดี๋ยวจะแจ้งเลขบัญชีของโรงเรียนให้ค่ะ
1388,"อาจารย์พูดอย่างงี้กับนร.ก็ได้หรอวะ
(นร.คนนึงกดใช้ฟิวเตอร์)
(อาจารย์เรียกชื่อเพื่อนคนนั้น)ละพูดว่า
อาจารย์:นี่ฟิวเจอร์อะไรจ๊ะ  เปลี่ยนด้วยนะจ๊ะ ""น่าเกลียด""
คือไม่ไหวอะ ถ้าจะพูดกับนร.แรงขนาดนี้
 #ความล้มเหลวของการศึกษาไทย",2021-08-13 08:36:44,อาจารย์พูดอย่างงี้กับนร ก็ได้หรอวะ  นร คนนึงกดใช้ฟิวเตอร์   อาจารย์เรียกชื่อเพื่อนคนนั้น ละพูดว่า อาจารย์ นี่ฟิวเจอร์อะไรจ๊ะ เปลี่ยนด้วยนะจ๊ะ  น่าเกลียด  คือไม่ไหวอะ ถ้าจะพูดกับนร แรงขนาดนี้
1389,"กูยังมองไม่เห็นประโยชน์ของการที่โรงเรียนสั่งให้เด็กทำโครงงานเลย
เสียเงินในการทำครั้งนึงใช่ว่าจะน้อยๆ
#การศึกษาฆ่าฉัน",2021-08-13 08:57:21,กูยังมองไม่เห็นประโยชน์ของการที่โรงเรียนสั่งให้เด็กทำโครงงานเลย เสียเงินในการทำครั้งนึงใช่ว่าจะน้อยๆ
1390,"ขอบคุณสำหรับงานในคลาสรูม85งานรวมทั้งหมดนะครับและงานชีวะในไลน์ที่ไม่มีคลาสรูม17งาน เป็น102งาน
ขอบคุณการศึกษาไทยที่พยายามฆ่าฉันให้ตายอย่างอ้อมๆขอบคุณการเมืองที่ไม่เคยลงตัวตั้งแต่เกิดมาทำให้ฉันเรียนในยุคโควิดมาเจออะไรแย่ๆแบบนี้
#การศึกษาฆ่าฉัน #การศึกษาไทย  #ออกไปอีตู่ #เรียนออนไลน์ https://t.co/JhQwII8OAM",2021-08-13 09:04:27,ขอบคุณสำหรับงานในคลาสรูม85งานรวมทั้งหมดนะครับและงานชีวะในไลน์ที่ไม่มีคลาสรูม17งาน เป็น102งาน ขอบคุณการศึกษาไทยที่พยายามฆ่าฉันให้ตายอย่างอ้อมๆขอบคุณการเมืองที่ไม่เคยลงตัวตั้งแต่เกิดมาทำให้ฉันเรียนในยุคโควิดมาเจออะไรแย่ๆแบบนี้
1391,อนาคตทั้งหมดเอามาทิ้งไว้กับการเรียนออนไลน์ ทั้งเครียดทั้งเหนื่อย ไม่เข้าใจก็ต้องเข้า ทำไม่ได้ก็ต้องทำให้ได้ จะดรอปก็ไม่ได้เพราะแม่ตั้งความหวังไว้เยอะ #การศึกษาฆ่าฉัน,2021-08-13 09:58:38,อนาคตทั้งหมดเอามาทิ้งไว้กับการเรียนออนไลน์ ทั้งเครียดทั้งเหนื่อย ไม่เข้าใจก็ต้องเข้า ทำไม่ได้ก็ต้องทำให้ได้ จะดรอปก็ไม่ได้เพราะแม่ตั้งความหวังไว้เยอะ
1392,การศึกษาไทยไม่มีปัญหาตรงไหนเอาปากกามาวงดิ้สัด จัดแจงเหี้ยไรไม่ได้ซักอย่าง กูเหนื่อยไปหมด #การศึกษาไทย #sirindhornfact,2021-08-13 10:07:06,การศึกษาไทยไม่มีปัญหาตรงไหนเอาปากกามาวงดิ้สัด จัดแจงเหี้ยไรไม่ได้ซักอย่าง กูเหนื่อยไปหมด
1393,"อะไรคืองานกลุ่มในช่วงโควิด อาจารย์เขาคิดอะไรอยู่ คือเขาก็บอกอยู่แล้วว่าอย่ารวมกลุ่มกัน อย่าไปหากัน แต่แบ่งกันทำงานกลุ่มคือไรคะ? คิดว่ามันแบ่งกันได้หรอ สติค่ะ งานก็อย่างกะแบ่งได้น่ะ งานนิทานชาดกแบบอัดวิดิโอทำเป็นการ์ตูนล่ะพากย์ มันเเบ่งกันยังไงก่อน ถามจริง? พูด!!!!!!
#การศึกษาไทย",2021-08-13 10:30:25,อะไรคืองานกลุ่มในช่วงโควิด อาจารย์เขาคิดอะไรอยู่ คือเขาก็บอกอยู่แล้วว่าอย่ารวมกลุ่มกัน อย่าไปหากัน แต่แบ่งกันทำงานกลุ่มคือไรคะ  คิดว่ามันแบ่งกันได้หรอ สติค่ะ งานก็อย่างกะแบ่งได้น่ะ งานนิทานชาดกแบบอัดวิดิโอทำเป็นการ์ตูนล่ะพากย์ มันเเบ่งกันยังไงก่อน ถามจริง  พูด      
1394,ถ้าอยากให้เด็กเป็นอนาคตของชาติช่วยใส่ใจการศึกษากว่านี้ได้มั้ยที่ไม่ใช้แก้ปัญหาด้วยการเรียนออนไลน์ตลอดชีวิตอะแม่ๆๆๆ #การศึกษาไทย,2021-08-13 11:48:57,ถ้าอยากให้เด็กเป็นอนาคตของชาติช่วยใส่ใจการศึกษากว่านี้ได้มั้ยที่ไม่ใช้แก้ปัญหาด้วยการเรียนออนไลน์ตลอดชีวิตอะแม่ๆๆๆ
1395,แล้วเด็กอย่างกูเข้ารร.ใหม่ต้องมาเรียนออนไลน์ระหว่างลาออกกับมีเพื่อนใหม่อะไรจะเกิดก่อนกันไอ้เหี #การศึกษาไทย,2021-08-13 11:55:28,แล้วเด็กอย่างกูเข้ารร ใหม่ต้องมาเรียนออนไลน์ระหว่างลาออกกับมีเพื่อนใหม่อะไรจะเกิดก่อนกันไอ้เหี
1396,ไม่สมควรควรเปลี่ยนความคิดด่วน! #การศึกษาไทย,2021-08-13 12:57:19,ไม่สมควรควรเปลี่ยนความคิดด่วน 
1397,".@ILO ให้ความสำคัญและสนับสนุน #เยาวชน ทั้งด้าน #การศึกษา #การฝึกอบรม และ #การจ้างงาน 
@ILO และ #Futuremakers initiative โดยมูลนิธิ @StanChart ร่วมกับ #สำนักงานจัดหางานจังหวัดระยอง จัดงาน #นัดพบออนไลน์ระยอง ขยายโอกาสการมีงานทำ https://t.co/TuBRkIGgIQ #YouthDay #แรงงานเยาวชน",2021-08-13 13:20:00,  ให้ความสำคัญและสนับสนุน ทั้งด้าน และ และ ini ia ive โดยมูลนิธิ ร่วมกับ จัดงาน ขยายโอกาสการมีงานทำ
1398,ขอเหตุว่าทำไมกูต้องมาเข้าโฮมรูมตอน2ทุ่ม ทำไมไม่สอนในเวลาจิงที่กูต้องเรียน  #การศึกษาไทย https://t.co/wrjd9XqVBP,2021-08-13 13:21:07,ขอเหตุว่าทำไมกูต้องมาเข้าโฮมรูมตอน2ทุ่ม ทำไมไม่สอนในเวลาจิงที่กูต้องเรียน
1399,"มิตซูบิชิ มอเตอร์ส ประเทศไทย ไม่หยุดสนับสนุนการศึกษาสำหรับเยาวชนไทย แม้สถานการณ์โควิด-19 จัดพิธีมอบทุนการศึกษาระดับอุดมศึกษาแบบนิวนอร์มอล
https://t.co/GtvTRdcPQt
 #มิตซูบิชิ #mitsubishimotorsthailand #mitsubishi #scholarship #การศึกษา #mmthvtechscholarshipprogram2021
#motorworld",2021-08-13 13:55:53,มิตซูบิชิ มอเตอร์ส ประเทศไทย ไม่หยุดสนับสนุนการศึกษาสำหรับเยาวชนไทย แม้สถานการณ์โควิด 19 จัดพิธีมอบทุนการศึกษาระดับอุดมศึกษาแบบนิวนอร์มอล
1400,เอาอีกแล้วนะ เรื่องเก่ายังไม่จบ ก่อเรื่องใหม่อีกแล้ว วุ่นวายมากกกก ก็บอกว่าเวลานั้นมีคาบสอบอยู่แล้ว เลื่อยเวลาไปสิ! จะทำให้ยุ่งยากทำไมก่อนนนนน #การศึกษาไทย,2021-08-13 13:58:48,เอาอีกแล้วนะ เรื่องเก่ายังไม่จบ ก่อเรื่องใหม่อีกแล้ว วุ่นวายมากกกก ก็บอกว่าเวลานั้นมีคาบสอบอยู่แล้ว เลื่อยเวลาไปสิ  จะทำให้ยุ่งยากทำไมก่อนนนนน
1401,มึง คือกูไม่ได้เรียนวิทยาศาสตร์ ม.6 กูไม่ได้เรียนวิทย์ กูจะสอบยังไง ต่อให้ไม่บังคับ มั่นใจมั้ยล่ะว่าอนาคตจะไม่มีผลเสีย กูสอบเพราะกลัวอนาคตมันจะเอาไปเป็นเกณฑ์อะไรมั้ย สุดท้ายก็ตามใจมหาลัยไหนอยากใช้อะ ก็ต้องสอบอยู่ดี #onet65 #onet64 #กระทรวงศึกษา #การศึกษาไทย #dek65,2021-08-13 14:42:37,มึง คือกูไม่ได้เรียนวิทยาศาสตร์ ม 6 กูไม่ได้เรียนวิทย์ กูจะสอบยังไง ต่อให้ไม่บังคับ มั่นใจมั้ยล่ะว่าอนาคตจะไม่มีผลเสีย กูสอบเพราะกลัวอนาคตมันจะเอาไปเป็นเกณฑ์อะไรมั้ย สุดท้ายก็ตามใจมหาลัยไหนอยากใช้อะ ก็ต้องสอบอยู่ดี
1402,"อยากให้สอนเขียนเมล 
สอนลดหย่อนภาษี
สอนสิทธิประกันสังคม
สอนกม.แรงงานเบื้องต้นที่ควรรู้
เนี่ย! เรื่องจำเป็นทั้งนั้นอะ สุดท้ายยังไงก้ต้องเจอหนีไม่พ้น แล้วทำไมไม่สอน ให้ไปงมตอนทำงาน งง! #การศึกษาไทย https://t.co/Ep1k5BNlMk",2021-08-13 14:45:15,อยากให้สอนเขียนเมล สอนลดหย่อนภาษี สอนสิทธิประกันสังคม สอนกม แรงงานเบื้องต้นที่ควรรู้ เนี่ย  เรื่องจำเป็นทั้งนั้นอะ สุดท้ายยังไงก้ต้องเจอหนีไม่พ้น แล้วทำไมไม่สอน ให้ไปงมตอนทำงาน งง 
1403,เมื่อไหร่การศึกษาไทยมันจะดีขึ้นเมื่อไหร่พวกเขาจะเข้าใจพวกเราสักทีว่าพวกเราเครียดพวกเราเหนื่อยขนาดไหน จะต้องมีอีกกี่ศพที่ต้องสังเวยชีวิตให้กับการศึกษาไทย ขอร้องอย่าทำให้มีศพเพิ่มขึ้นเลยนะคะเพราะนี่ก็เริ่มไม่ไหวเเล้วเหมือนกัน😔 #การศึกษาไทย #เรียนออนไลน์,2021-08-13 15:01:52,เมื่อไหร่การศึกษาไทยมันจะดีขึ้นเมื่อไหร่พวกเขาจะเข้าใจพวกเราสักทีว่าพวกเราเครียดพวกเราเหนื่อยขนาดไหน จะต้องมีอีกกี่ศพที่ต้องสังเวยชีวิตให้กับการศึกษาไทย ขอร้องอย่าทำให้มีศพเพิ่มขึ้นเลยนะคะเพราะนี่ก็เริ่มไม่ไหวเเล้วเหมือนกัน😔
1404,"แจ้งร้องเรียนครูปสดไป เหมือนมีปัญหากับตำรวจละไปแจ้งตำรวจอะ
#การศึกษาไทย #การศึกษาไทยส้นตีน #เรียนออนไลน์ #เรียนออนไลน์เราจะตายกันหมด",2021-08-13 15:19:48,แจ้งร้องเรียนครูปสดไป เหมือนมีปัญหากับตำรวจละไปแจ้งตำรวจอะ
1405,"2000ไม่ได้ช่วยอะไรมากเลย
#การศึกษาไทย",2021-08-13 15:20:42,2000ไม่ได้ช่วยอะไรมากเลย
1406,"ขอฮาวทูกำจัดครูที่ด่าและดูถูกนักเรียน
#การศึกษาไทยส้นตีน #การศึกษาฆ่าฉัน",2021-08-13 15:43:24,ขอฮาวทูกำจัดครูที่ด่าและดูถูกนักเรียน
1407,"ขอถาม🌎
หลักสากล คือ ความรุนแรง?
หลักสากล คือ ลากอาวุธสงครามมา?
หลักสากล คือ ฆ่าลูกหลานกันเอง?
หลักสากล คือ ทรราชทั้งเมืองจะเจริญ?
#ม็อบ13สิงหา #COVID19 
#การศึกษาไทย #โควิด19 
#whathappenedinthailand https://t.co/Tb3TbyJCFD",2021-08-13 16:21:55,ขอถาม🌎 หลักสากล คือ ความรุนแรง  หลักสากล คือ ลากอาวุธสงครามมา  หลักสากล คือ ฆ่าลูกหลานกันเอง  หลักสากล คือ ทรราชทั้งเมืองจะเจริญ 
1408,"@Solitario_Drago ตอนนี้บ้านเราใช้ระบบอะไร?🌎
📣
ระบบทรราชย์ / ระบบคนดีวะ?😇
เพิ่งได้ยินว่า ""ทรราชย์ คือ คนดี""
#whathappenedinthailand 
#COVID19 #ม็อบ13สิงหา 
#ปล้น #การศึกษาไทย https://t.co/dawbFOv2kW",2021-08-13 17:13:40,ตอนนี้บ้านเราใช้ระบบอะไร 🌎 📣 ระบบทรราชย์   ระบบคนดีวะ 😇 เพิ่งได้ยินว่า  ทรราชย์ คือ คนดี 
1409,On 5 On จะออนไหนก็เละเทะหมดตอนนี้การศึกษาไทย พักเอาชีวิตให้รอดก่อนตราบใดที่ยังไม่มีการจัดการที่ดีแบบนี้ 🤔 #การศึกษาไทย,2021-08-13 17:52:24,On 5 On จะออนไหนก็เละเทะหมดตอนนี้การศึกษาไทย พักเอาชีวิตให้รอดก่อนตราบใดที่ยังไม่มีการจัดการที่ดีแบบนี้ 🤔
1410,เป็นอะไรต้องการอะไร ส่งงานเที่ยงคืนแต่มาสั่งงานตอน4ทุ่ม ไม่คิดว่าคนอื่นเขาจะนอนแล้วบ้างหรอคะ ยังดีนะที่ส่งช้าสุดคือบ่ายโมง เรียนออนไลน์ก็ใช่ว่าจะรู้เรื่องขนาดนั้น ตัวเองก็สอนใช่รู้เรื่อง แล้วมันไม่ใช่ช่วงที่จะสั่งงานแล้ว มันเป็นช่วงเก็บคะแนนและตามงานแล้วนะคะครู #การศึกษาไทย https://t.co/OeUwc3auKa,2021-08-13 18:16:24,เป็นอะไรต้องการอะไร ส่งงานเที่ยงคืนแต่มาสั่งงานตอน4ทุ่ม ไม่คิดว่าคนอื่นเขาจะนอนแล้วบ้างหรอคะ ยังดีนะที่ส่งช้าสุดคือบ่ายโมง เรียนออนไลน์ก็ใช่ว่าจะรู้เรื่องขนาดนั้น ตัวเองก็สอนใช่รู้เรื่อง แล้วมันไม่ใช่ช่วงที่จะสั่งงานแล้ว มันเป็นช่วงเก็บคะแนนและตามงานแล้วนะคะครู
1411,Fact 1 เด็กห้องท็อปกว่าจะเก่งขนาดนี้เวลาเรียนในห้องโคตรเครียดแข่งกันเองด้วย อ.เป็นส่วนนึงเลยที่ทำให้เด็กแข่งกันเอง เวลาที่ต้องมานั่งแข่งกันเองนี่แหละเครียดมากมันเห้อ #ความล้มเหลวของการศึกษาไทย https://t.co/gRrJ9pWwrY,2021-08-13 19:42:36,Fac  1 เด็กห้องท็อปกว่าจะเก่งขนาดนี้เวลาเรียนในห้องโคตรเครียดแข่งกันเองด้วย อ เป็นส่วนนึงเลยที่ทำให้เด็กแข่งกันเอง เวลาที่ต้องมานั่งแข่งกันเองนี่แหละเครียดมากมันเห้อ
1412,Fact 3 เราสำรวจจากห้องเราค้นพบว่า ห้องเราเป็นห้องที่ไปสุดมากๆเวลาทำอะไร ถ้าชั่วโมงเรียนก็คือจะไม่เล่นกับอ.ไม่อะไรเลยเรียนๆ ถ้าชั่วโมงเล่นก็คือเล่นสุดอ.สอนไปก็เท่านั้นเพราะเล่นกันอยู่555555 นี่แหละความในใจเด็กห้องท็อป:-: #ความล้มเหลวของการศึกษาไทย https://t.co/gRrJ9pWwrY,2021-08-13 19:48:48,Fac  3 เราสำรวจจากห้องเราค้นพบว่า ห้องเราเป็นห้องที่ไปสุดมากๆเวลาทำอะไร ถ้าชั่วโมงเรียนก็คือจะไม่เล่นกับอ ไม่อะไรเลยเรียนๆ ถ้าชั่วโมงเล่นก็คือเล่นสุดอ สอนไปก็เท่านั้นเพราะเล่นกันอยู่555555 นี่แหละความในใจเด็กห้องท็อป   
1413,นี่แหละค่ะการศึกษาไทย #ความล้มเหลวของการศึกษาไทย,2021-08-13 19:52:16,นี่แหละค่ะการศึกษาไทย
1414,"ปีแห่งความคุกรุ่นของ #การศึกษาไทย ทั้งหนักหนา เหนื่อยล้าจนผู้เรียนเริ่มประคองตัวเองไม่ไหว 
.
ชวนมาคุยกับ 'แก้ว-มณีวรรณ' อดีตนักเรียนที่เลือกทางเดินใหม่ให้ตัวเอง ด้วยการ #ลาออกจากโรงเรียน การพูดคุยครั้งนี้สะท้อนปัญหาการศึกษาไทยที่คนรุ่นใหม่กำลังต่อสู้ได้หลายข้อเลยทีเดียว https://t.co/9iKs3EU3rM",2021-08-14 05:47:21,ปีแห่งความคุกรุ่นของ ทั้งหนักหนา เหนื่อยล้าจนผู้เรียนเริ่มประคองตัวเองไม่ไหว   ชวนมาคุยกับ  แก้ว มณีวรรณ  อดีตนักเรียนที่เลือกทางเดินใหม่ให้ตัวเอง ด้วยการ การพูดคุยครั้งนี้สะท้อนปัญหาการศึกษาไทยที่คนรุ่นใหม่กำลังต่อสู้ได้หลายข้อเลยทีเดียว
1415,"ควรหยุดหรือไปต่อ! นักวิชาการแนะควรให้พักการเรียน 1 ปีจะเป็นไปได้หรือไม่ นักเรียนและผู้ปกครองมีความคิดเห็นอย่างไร
.
#โควิด19 #เปิดเทอม #โรคระบาด #หยุดเรียน1ปี #เรียนออนไลน์ #รายได้ #การศึกษา #โอกาสทางการศึกษา #ความเหลื่อมล้ำ #ประเทศไทย #วัคซีน #BTimes

https://t.co/OpkzEqSbKM",2021-08-14 07:00:00,ควรหยุดหรือไปต่อ  นักวิชาการแนะควรให้พักการเรียน 1 ปีจะเป็นไปได้หรือไม่ นักเรียนและผู้ปกครองมีความคิดเห็นอย่างไร  
1416,อยากระบายมากชีวิตนศ.ปี3 มันต้องห่วยขนาดนี้เลยหรอวะต้องทำวิจัยแล้วต้องยื่นเอกสารโดยให้ผปค.เซ็นยินยอมในการทำวิจัยของนศ.ถ้านศ.ติดโรคระบาดจะไม่มีการรับผิดชอบใดๆโดยถือว่าเป็นผปค.ยินยอมรับทราบแต่แรกอยู่แล้วแต่คือถ้ากูไม่ทำก็ไม่ได้ไหมอะไม่งั้นกูก็ไม่จบ (1) #การศึกษาฆ่าฉัน #การศึกษา,2021-08-14 08:17:43,อยากระบายมากชีวิตนศ ปี3 มันต้องห่วยขนาดนี้เลยหรอวะต้องทำวิจัยแล้วต้องยื่นเอกสารโดยให้ผปค เซ็นยินยอมในการทำวิจัยของนศ ถ้านศ ติดโรคระบาดจะไม่มีการรับผิดชอบใดๆโดยถือว่าเป็นผปค ยินยอมรับทราบแต่แรกอยู่แล้วแต่คือถ้ากูไม่ทำก็ไม่ได้ไหมอะไม่งั้นกูก็ไม่จบ  1 
1417,โรงเรียนกูมีกรอกแบบฟอร์มเยี่ยมบ้านอะไรอีก ยุคโควิตยังจะต้องกรอกอีกเหรอ การศึกษาไทยก็มีแต่ระบบเดิมอยู่แบบเนี่ยไม่เห็นมีอะไรเปลี่ยน แบบฟอร์มการเนี่ยมบ้านสำคัญ ขนาดนั้นเลย แล้วแต่ล่ะคำคามคือเสือกเรื่องของบ้านกูมาก #การศึกษาไทย,2021-08-14 10:19:37,โรงเรียนกูมีกรอกแบบฟอร์มเยี่ยมบ้านอะไรอีก ยุคโควิตยังจะต้องกรอกอีกเหรอ การศึกษาไทยก็มีแต่ระบบเดิมอยู่แบบเนี่ยไม่เห็นมีอะไรเปลี่ยน แบบฟอร์มการเนี่ยมบ้านสำคัญ ขนาดนั้นเลย แล้วแต่ล่ะคำคามคือเสือกเรื่องของบ้านกูมาก
1418,อบรมเก่ง ดั้นด้นทำเพื่อเกียรติบัตรเก่ง สรรเสริญวิทยฐานะเก่ง แต่คุณภาพการศึกษา 🙄🙄🙄 #การศึกษาไทย #เรียนออนไลน์,2021-08-14 10:21:41,อบรมเก่ง ดั้นด้นทำเพื่อเกียรติบัตรเก่ง สรรเสริญวิทยฐานะเก่ง แต่คุณภาพการศึกษา 🙄🙄🙄
1419,อีเหี้ย​ ดนตรีนัดสอบ2ทุ่มครึ่งวันเสาร์​ วิชาหลักก็ไม่ใช่เรื่องมากสุด​ เด็กไม่เข้าก็วีน​ #การศึกษาฆ่าฉัน #การศึกษาไทยส้นตีน,2021-08-14 11:24:59,อีเหี้ย  ดนตรีนัดสอบ2ทุ่มครึ่งวันเสาร์  วิชาหลักก็ไม่ใช่เรื่องมากสุด  เด็กไม่เข้าก็วีน 
1420,"ไหน ใครมองเห็นความเจริญบ้าง เห้อ
#ม็อบ13สิงหา #ม็อบ14สิงหา #ม็อบ15สิงหา #คาร์ม็อบหาดใหญ่ #สลิ่มvsสามกีบ #การศึกษาไทย https://t.co/nHYHb43v8Y",2021-08-14 12:42:10,ไหน ใครมองเห็นความเจริญบ้าง เห้อ
1421,"มีเรื่องเครียดเต็มหัว เต็มจนเอาออกมาเป็นคำพูดไม่ได้อ่ะ 

#เรียนออนไลน์ #เรียนออนไลน์เราจะตายกันหมด #ดรอปเรียน #การศึกษาฆ่าฉัน #โควิด19",2021-08-14 13:06:32,มีเรื่องเครียดเต็มหัว เต็มจนเอาออกมาเป็นคำพูดไม่ได้อ่ะ
1422,"รัฐบาลชุดนี้ทำงานช้าหมด ยกเว้นสลายม๊อบ หลายเรื่องแล้วที่เห็นฝ่ายค้านขับเคลี่อนเพื่อให้รัฐทำ แต่รัฐมั่วลีลา นั่งควยห้อยไปวันๆ แต่ก็ทำในที่สุด หวังว่าเรื่องการศึกษานี่ จะเกิดขึ้นโดยเร็วนะ สงสารนักเรียนที่เรียนออนไลน์

#คาร์ม็อบหาดใหญ่ #การศึกษาไทย #รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน https://t.co/6ki3IcE93r",2021-08-14 14:25:39,รัฐบาลชุดนี้ทำงานช้าหมด ยกเว้นสลายม๊อบ หลายเรื่องแล้วที่เห็นฝ่ายค้านขับเคลี่อนเพื่อให้รัฐทำ แต่รัฐมั่วลีลา นั่งควยห้อยไปวันๆ แต่ก็ทำในที่สุด หวังว่าเรื่องการศึกษานี่ จะเกิดขึ้นโดยเร็วนะ สงสารนักเรียนที่เรียนออนไลน์
1423,"เอาไงดีย์เห้อ งานที่สั่งครั้งก่อนยังทำไม่เสร็จเลยมีงานใหม่มาเรื่อยๆแล้ว 
เห็นใจเด็กบ้างมั้ยอะ ไม่สั่งสักวันคงไม่ตายหรอก มีทักสั่งงานตอน4ทุ่มด้วยนะ เป็นงงกับการศึกษาไทย #การศึกษาฆ่าฉัน  #เรียนออนไลน์ https://t.co/Ymp2tkJIUz",2021-08-14 15:00:58,เอาไงดีย์เห้อ งานที่สั่งครั้งก่อนยังทำไม่เสร็จเลยมีงานใหม่มาเรื่อยๆแล้ว เห็นใจเด็กบ้างมั้ยอะ ไม่สั่งสักวันคงไม่ตายหรอก มีทักสั่งงานตอน4ทุ่มด้วยนะ เป็นงงกับการศึกษาไทย
