category,user,id,description,verified,created_at,location,favourites,retweets,entities
neu,P40628,1382503347731668995,"พอเกรดลดบอกว่าเอาแต่เล่นโทรศัพท์แต่ไม่เคยถามบ้างเลยว่ามันยากมั้ยคุณคิดว่าโจทย์มันไม่ยากเลยหรอคุณคิดว่ามันง่ายขนาดนั้นเลยหรอ
#การศึกษาไทย #การศึกษาฆ่าฉัน",False,2021-04-15 01:17:38,,171,1,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [124, 136]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [137, 152]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
pos,theactive_net,1379033897091014659,"กสศ.โชว์ผลงาน “ทุนนวัตกรรมสายอาชีพชั้นสูง” หลังนักศึกษาจบ ปวส. รุ่นแรก 1,106 คน 67% เกรดเฉลี่ย 3.00 ตอกย้ำ “โอกาสทางการศึกษา” เครื่องมือลดความเหลื่อมล้ำ พาครอบครัวหลุดพ้นความยากจน #เด็กยากจน #การศึกษา #TheActive
อ่านเพิ่มเติม : https://t.co/QA6CtuQ4zV
https://t.co/rgnSx5gmmh",False,2021-04-05 11:31:16,"หลักสี่, กรุงเทพมหานคร",292,2,"{'hashtags': [{'text': 'เด็กยากจน', 'indices': [180, 190]}, {'text': 'การศึกษา', 'indices': [191, 200]}, {'text': 'TheActive', 'indices': [201, 211]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/QA6CtuQ4zV', 'expanded_url': 'https://theactive.net/news/20210405-5/', 'display_url': 'theactive.net/news/20210405-…', 'indices': [228, 251]}, {'url': 'https://t.co/rgnSx5gmmh', 'expanded_url': 'https://www.facebook.com/theactive.net/posts/4069579453073384', 'display_url': 'facebook.com/theactive.net/…', 'indices': [252, 275]}]}"
neg,vwng140147,1379013229494464512,"ความพยายามของลูกสาวคนนี้ไม่มีค่าอะไรเลยหรอ
#การศึกษาฆ่าฉัน #โรคซึมเศร้า https://t.co/ffIJCrGLCQ",False,2021-04-05 10:09:09,,27,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [43, 58]}, {'text': 'โรคซึมเศร้า', 'indices': [59, 71]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1379013220229242888, 'id_str': '1379013220229242888', 'indices': [72, 95], 'media_url': 'http://pbs.twimg.com/media/EyM9N6xU4AguYAZ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyM9N6xU4AguYAZ.jpg', 'url': 'https://t.co/ffIJCrGLCQ', 'display_url': 'pic.twitter.com/ffIJCrGLCQ', 'expanded_url': 'https://twitter.com/vwng140147/status/1379013229494464512/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 702, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 720, 'h': 702, 'resize': 'fit'}, 'small': {'w': 680, 'h': 663, 'resize': 'fit'}}}]}"
neg,Minthra7,1380011200436572161,"โมโหจนตัวสั่น
โมโหจนจะร้องไห้
มีอยู่จริง
#การศึกษาฆ่าฉัน  #การศึกษาไทย",False,2021-04-08 04:14:44,,55,3,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [41, 56]}, {'text': 'การศึกษาไทย', 'indices': [58, 70]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,Minthra7,1380009723701825539,ร้องไห้ได้ไหมในฐานะที่ครูให้กูติด0โดยที่กูส่งงานครบทุกงานและเข้าทุกคาบ ;-; #การศึกษาฆ่าฉัน,False,2021-04-08 04:08:52,,55,1,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [75, 90]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
pos,mai_gusjung,1379988085186863108,"เด็กนักเรียนจากชุมชนเล็กๆมีนักเรียนไม่ถึง 60 คน แต่การเรียนการสอนกลับไม่แพ้โรงเรียนใหญ่ๆตามในเมืองเลย
#การศึกษาไทย https://t.co/eeLxPZfAiz",False,2021-04-08 02:42:53,"ลำปาง, ประเทศไทย",31576,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [102, 114]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1379987707649134593, 'id_str': '1379987707649134593', 'indices': [115, 138], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1379987707649134593/pu/img/c6V9oGH0UYKziPiV.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1379987707649134593/pu/img/c6V9oGH0UYKziPiV.jpg', 'url': 'https://t.co/eeLxPZfAiz', 'display_url': 'pic.twitter.com/eeLxPZfAiz', 'expanded_url': 'https://twitter.com/mai_gusjung/status/1379988085186863108/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}"
neu,BrightTodayTh,1379973518918516741,"จีนเผย! การบ้าน เรียนพิเศษ วีดีโอเกม ต้องไม่กระทบต่อ เวลานอนของนักเรียน
 
https://t.co/ZKSSemUUfp 

#นักเรียนจีน #การศึกษา #เวลานอน",False,2021-04-08 01:45:00,Bangkok,826,1,"{'hashtags': [{'text': 'นักเรียนจีน', 'indices': [100, 112]}, {'text': 'การศึกษา', 'indices': [113, 122]}, {'text': 'เวลานอน', 'indices': [123, 131]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ZKSSemUUfp', 'expanded_url': 'https://www.brighttv.co.th/news/china-student-sleeptime', 'display_url': 'brighttv.co.th/news/china-stu…', 'indices': [74, 97]}]}"
neg,BABABABOOBA,1381297956599463937,คุณครูคนนั้นอ่ะดี แต่พวกคุณบริหารกระทรวงได้แย่สุดๆ #หมดคำจะพูด #การศึกษาไทย https://t.co/m8iBUO6Upg,False,2021-04-11 17:27:50,,398,1,"{'hashtags': [{'text': 'หมดคำจะพูด', 'indices': [51, 62]}, {'text': 'การศึกษาไทย', 'indices': [63, 75]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/m8iBUO6Upg', 'expanded_url': 'https://twitter.com/badstudent_/status/1381202548132962308', 'display_url': 'twitter.com/badstudent_/st…', 'indices': [76, 99]}]}"
neu,dddog_,1381225542389653506,ทางออกที่ดี เห้อออ #การศึกษาฆ่าฉัน https://t.co/Gv176PO3Ci,False,2021-04-11 12:40:05,,130,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [19, 34]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1381225540091138051, 'id_str': '1381225540091138051', 'indices': [35, 58], 'media_url': 'http://pbs.twimg.com/media/EysZT4fUUAMO40D.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EysZT4fUUAMO40D.jpg', 'url': 'https://t.co/Gv176PO3Ci', 'display_url': 'pic.twitter.com/Gv176PO3Ci', 'expanded_url': 'https://twitter.com/dddog_/status/1381225542389653506/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1077, 'h': 341, 'resize': 'fit'}, 'small': {'w': 680, 'h': 215, 'resize': 'fit'}, 'large': {'w': 1077, 'h': 341, 'resize': 'fit'}}}]}"
neg,MeY357,1383469602785533954,นี้ทำโครงงานเรื่องการศึกษา สะอึกเลย คิดน้อยจริง ตอนนั้นจะหาข้อมูลทำเพิ่มเลยจะใช้ฟอร์ม ลืมคิดไปว่าทุกคนไม่ได้มีเหมือนเรา ดูความเหลื่อมล้ำดิ แม่งน่ากลัวสัส ละเรียนออนไลน์ช่วงโควิดอะ ถ้าน้องๆไม่พร้อมทางด้านอุปกรณ์ทำไงอะ มันโครตตัดโอกาสในหลายๆเรื่องเลย #การศึกษาไทย https://t.co/3YCVkrQJGt,False,2021-04-17 17:17:11,,745,4,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [249, 261]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1383469598280806401, 'id_str': '1383469598280806401', 'indices': [262, 285], 'media_url': 'http://pbs.twimg.com/media/EzMSRQsUcAEouha.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzMSRQsUcAEouha.jpg', 'url': 'https://t.co/3YCVkrQJGt', 'display_url': 'pic.twitter.com/3YCVkrQJGt', 'expanded_url': 'https://twitter.com/MeY357/status/1383469602785533954/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 918, 'h': 881, 'resize': 'fit'}, 'medium': {'w': 918, 'h': 881, 'resize': 'fit'}, 'small': {'w': 680, 'h': 653, 'resize': 'fit'}}}]}"
neu,KS84759909,1383440159731978244,"มีเรื่องอีกแล้ว
คือเมื่อกี้ครูส่งใบคะเเนนมาให้ดู
แต่พบว่าเรายังไม่ได้พรีเซ้นทั้งที่เราพรีเซนไปแล้วคือเรางงมาก
#การศึกษาฆ่าฉัน 
#โรงเรียนสี่แยก",False,2021-04-17 15:20:11,,30,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [110, 125]}, {'text': 'โรงเรียนสี่แยก', 'indices': [127, 142]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,JfzX5N6hWxMonLU,1383401974389907466,"สนใจความรู้สึกกูหน่อยสิ กูตั้งใจนะไม่ใช่ว่ากูไม่สนละคืออะไรที่ได้กลับมา คำด่า 
เคกูจะไม่ทำอะไรเพราะคนอื่นอีกแล้ว 
ครูบางคนก็ใช้คำดูถูกดุด่าเกินไปอ่ะบางทีแม่งก็จี้ปมนะเว้ยเอ่อกูโง่กูรู้ย้ำอยู่นั่นแหละ 
#ปัญหาครอบครัว #การศึกษาฆ่าฉัน",False,2021-04-17 12:48:27,,196,1,"{'hashtags': [{'text': 'ปัญหาครอบครัว', 'indices': [201, 215]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [216, 231]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
pos,MissVanjieMiss1,1383394468150140931,ขายFAROSE ฟาโรส 1200บาท หนังสือเรียนจะถ่ายเอกสารทำเล่มให้ค่ะ เนื่องจากหนังสือชำรุด #แนะนำ #การศึกษา #เตรียมสอบ #ส่งต่อคอร์สเรียนพิเศษ #ขายคอร์สเรียน #ขายคอร์สเรียนออนไลน์ #ขายคอร์สเรียนพิเศษ #ส่งต่อคอร์สเรียนพิเศษ #คอร์สเรียนพิเศษ #ขายคอร์ส #Dek64 #dek65 #ของดีบอกต่อ #TCAS https://t.co/N6X31bWFKs,False,2021-04-17 12:18:38,,13386,1,"{'hashtags': [{'text': 'แนะนำ', 'indices': [83, 89]}, {'text': 'การศึกษา', 'indices': [90, 99]}, {'text': 'เตรียมสอบ', 'indices': [100, 110]}, {'text': 'ส่งต่อคอร์สเรียนพิเศษ', 'indices': [111, 133]}, {'text': 'ขายคอร์สเรียน', 'indices': [134, 148]}, {'text': 'ขายคอร์สเรียนออนไลน์', 'indices': [149, 170]}, {'text': 'ขายคอร์สเรียนพิเศษ', 'indices': [171, 190]}, {'text': 'ส่งต่อคอร์สเรียนพิเศษ', 'indices': [191, 213]}, {'text': 'คอร์สเรียนพิเศษ', 'indices': [214, 230]}, {'text': 'ขายคอร์ส', 'indices': [231, 240]}, {'text': 'Dek64', 'indices': [241, 247]}, {'text': 'dek65', 'indices': [248, 254]}, {'text': 'ของดีบอกต่อ', 'indices': [255, 267]}, {'text': 'TCAS', 'indices': [268, 273]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1383394464266285068, 'id_str': '1383394464266285068', 'indices': [274, 297], 'media_url': 'http://pbs.twimg.com/media/EzLN74rVcAw1_Ig.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzLN74rVcAw1_Ig.jpg', 'url': 'https://t.co/N6X31bWFKs', 'display_url': 'pic.twitter.com/N6X31bWFKs', 'expanded_url': 'https://twitter.com/MissVanjieMiss1/status/1383394468150140931/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 863, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1472, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 489, 'h': 680, 'resize': 'fit'}}}]}"
neu,ppailinnss,1383223738645155848,"ความซวยเมื่อคืนเผลอหลับไปละอาจารย์นัดส่งงาน 21.00-00.00น. ถ้าไม่ส่งติด i ฉันคงต้องทำใจยอมรับมันใช่ไหม🥺🥺 🥺
#การศึกษาฆ่าฉัน",False,2021-04-17 01:00:13,,53,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [106, 121]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,myMa1iii,1383789008593973256,“เมื่อความเสียสละของครู ถูกทำให้เป็นเรื่องโรเเมนติก เพื่อปกปิดโครงสร้างสังคมที่บิดเบี้ยวและปัญหาการจัดการการศึกษาของไทย”เขียนโดย พัชรพร ศุภผล #การศึกษาไทย #เรียนออนไลน์ #โควิด19 #บทความ https://t.co/39mIK69vZh,False,2021-04-18 14:26:23,,7545,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [142, 154]}, {'text': 'เรียนออนไลน์', 'indices': [155, 168]}, {'text': 'โควิด19', 'indices': [169, 177]}, {'text': 'บทความ', 'indices': [178, 185]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1383788989493104640, 'id_str': '1383788989493104640', 'indices': [186, 209], 'media_url': 'http://pbs.twimg.com/media/EzQ0wRrVUAAGGhU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzQ0wRrVUAAGGhU.jpg', 'url': 'https://t.co/39mIK69vZh', 'display_url': 'pic.twitter.com/39mIK69vZh', 'expanded_url': 'https://twitter.com/myMa1iii/status/1383789008593973256/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 828, 'h': 465, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 828, 'h': 465, 'resize': 'fit'}, 'small': {'w': 680, 'h': 382, 'resize': 'fit'}}}]}"
neu,luckyhohohoho,1383787156057980935,#การศึกษาไทย #รับปริญญา  เออ คิดไม่ถึงอะ ใช่ ตามที่เค้าพูดเลย การศึกษาเท่าเทียม https://t.co/2Qw6yf3Qni,False,2021-04-18 14:19:02,,11245,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [0, 12]}, {'text': 'รับปริญญา', 'indices': [13, 23]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1383787098843480065, 'id_str': '1383787098843480065', 'indices': [80, 103], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1383787098843480065/pu/img/xS1fS5oXWnz7LfH7.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1383787098843480065/pu/img/xS1fS5oXWnz7LfH7.jpg', 'url': 'https://t.co/2Qw6yf3Qni', 'display_url': 'pic.twitter.com/2Qw6yf3Qni', 'expanded_url': 'https://twitter.com/luckyhohohoho/status/1383787156057980935/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 540, 'h': 960, 'resize': 'fit'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 540, 'h': 960, 'resize': 'fit'}}}]}"
neu,ThaiEDUmovement,1383771331129270273,"วิชา หรือ ทักษะ
ที่คุณอยากให้มีในโรงเรียนไทย???
#dek64 #dek65 #TCAS64 #การศึกษาไทย 

#ThaiEDUmovement https://t.co/bInfKk2L0K",False,2021-04-18 13:16:09,,8,1,"{'hashtags': [{'text': 'dek64', 'indices': [48, 54]}, {'text': 'dek65', 'indices': [55, 61]}, {'text': 'TCAS64', 'indices': [62, 69]}, {'text': 'การศึกษาไทย', 'indices': [70, 82]}, {'text': 'ThaiEDUmovement', 'indices': [85, 101]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1383770949460189191, 'id_str': '1383770949460189191', 'indices': [102, 125], 'media_url': 'http://pbs.twimg.com/media/EzQkWNUUYAcycnM.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzQkWNUUYAcycnM.jpg', 'url': 'https://t.co/bInfKk2L0K', 'display_url': 'pic.twitter.com/bInfKk2L0K', 'expanded_url': 'https://twitter.com/ThaiEDUmovement/status/1383771331129270273/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]}"
neu,KSP172,1383753918493065224,จะเกิดอะไรขึ้น ถ้ารัฐบาลเอาเงินที่ซื้ออาวุธยุทโธปกรณ์ นำมาพัฒนาระบบการศึกษา และทำให้ทุกระดับชั้นเรียนฟรีหมด #การศึกษาไทย #education,False,2021-04-18 12:06:57,,9,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [108, 120]}, {'text': 'education', 'indices': [121, 131]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,1ei0Saa9AkxSQFF,1383749815884935175,"คือ การที่คนจะฆ่าตัวตายไม่ใช่ง่ายๆนะคะ เค้าต้องคิดมานานเก็บกดมานานสมองของคนเรามีกลไกลอยู่นะคะ
#คุณกลัวเสียหน้าแต่เราเสียเพื่อน
#การศึกษาฆ่าฉัน",False,2021-04-18 11:50:39,,11,1,"{'hashtags': [{'text': 'คุณกลัวเสียหน้าแต่เราเสียเพื่อน', 'indices': [94, 126]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [127, 142]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
pos,MissVanjieMiss1,1383727159844380676,ขายFAROSE ฟาโรส 1200บาท หนังสือเรียนจะถ่ายเอกสารทำเล่มให้ค่ะ เนื่องจากหนังสือชำรุด #แนะนำ #การศึกษา #เตรียมสอบ #ส่งต่อคอร์สเรียนพิเศษ #ขายคอร์สเรียน #ขายคอร์สเรียนออนไลน์ #ขายคอร์สเรียนพิเศษ #ส่งต่อคอร์สเรียนพิเศษ #คอร์สเรียนพิเศษ #ขายคอร์ส #Dek64 #dek65 #ของดีบอกต่อ #เรียนพิเศษ https://t.co/nE6cVVF557,False,2021-04-18 10:20:37,,13386,0,"{'hashtags': [{'text': 'แนะนำ', 'indices': [83, 89]}, {'text': 'การศึกษา', 'indices': [90, 99]}, {'text': 'เตรียมสอบ', 'indices': [100, 110]}, {'text': 'ส่งต่อคอร์สเรียนพิเศษ', 'indices': [111, 133]}, {'text': 'ขายคอร์สเรียน', 'indices': [134, 148]}, {'text': 'ขายคอร์สเรียนออนไลน์', 'indices': [149, 170]}, {'text': 'ขายคอร์สเรียนพิเศษ', 'indices': [171, 190]}, {'text': 'ส่งต่อคอร์สเรียนพิเศษ', 'indices': [191, 213]}, {'text': 'คอร์สเรียนพิเศษ', 'indices': [214, 230]}, {'text': 'ขายคอร์ส', 'indices': [231, 240]}, {'text': 'Dek64', 'indices': [241, 247]}, {'text': 'dek65', 'indices': [248, 254]}, {'text': 'ของดีบอกต่อ', 'indices': [255, 267]}, {'text': 'เรียนพิเศษ', 'indices': [268, 279]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1383727155696209921, 'id_str': '1383727155696209921', 'indices': [280, 303], 'media_url': 'http://pbs.twimg.com/media/EzP8hE1VkAEB4tN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzP8hE1VkAEB4tN.jpg', 'url': 'https://t.co/nE6cVVF557', 'display_url': 'pic.twitter.com/nE6cVVF557', 'expanded_url': 'https://twitter.com/MissVanjieMiss1/status/1383727159844380676/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 863, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1472, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 489, 'h': 680, 'resize': 'fit'}}}]}"
neu,VinhTrollNews,1383715383232778241,"ทุกยุคทุกสมัยครูก็ให้ตัดทรงผม""มารูโกะ"" คนไทยชอบเรียกติดปากว่า""ผมทรงนักเรียน"" 
การที่นักเรียนไว้ผมยาว มันไม่หมายถึงคนโง่ 
โรงเรียนไม่ได้สอนครูเหรอครับว่า""ไม่ควรใช้คำพูดตีตรานักเรียน เพื่อความหมั่นไส้หรือความไม่ชอบ""
#การศึกษาฆ่าฉัน #การศึกษาไทย #นักเรียนเลว #ล้อนักข่าว #btvsonlam https://t.co/FAf6IfvmjT https://t.co/MH0bOOQbpT",False,2021-04-18 09:33:50,"Hue ,Vietnam",923,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [214, 229]}, {'text': 'การศึกษาไทย', 'indices': [230, 242]}, {'text': 'นักเรียนเลว', 'indices': [243, 255]}, {'text': 'ล้อนักข่าว', 'indices': [256, 267]}, {'text': 'btvsonlam', 'indices': [268, 278]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/FAf6IfvmjT', 'expanded_url': 'https://twitter.com/BadStudent_/status/1383369188329234433', 'display_url': 'twitter.com/BadStudent_/st…', 'indices': [279, 302]}], 'media': [{'id': 1383711885904662538, 'id_str': '1383711885904662538', 'indices': [303, 326], 'media_url': 'http://pbs.twimg.com/media/EzPuoQbVUAoNsJm.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzPuoQbVUAoNsJm.jpg', 'url': 'https://t.co/MH0bOOQbpT', 'display_url': 'pic.twitter.com/MH0bOOQbpT', 'expanded_url': 'https://twitter.com/VinhTrollNews/status/1383715383232778241/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 906, 'h': 537, 'resize': 'fit'}, 'medium': {'w': 906, 'h': 537, 'resize': 'fit'}, 'small': {'w': 680, 'h': 403, 'resize': 'fit'}}}]}"
neg,Ai55347552,1383676322967285764,เคยมีคนรู้จักมาชวนเเม่เข้าไปทำงานในกระทรวงศึกษาธิการ นางบอกว่ามาเถอะ ในกระทรวงไม่ต้องใช้สมอง กุควรรู้สึกยังไง #รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน #รัฐบาลเฮงซวย #รัฐบาลส้นตีน  #การศึกษาไทย #กระทรวงศึกษาธิการ,False,2021-04-18 06:58:37,,1323,1,"{'hashtags': [{'text': 'รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน', 'indices': [110, 139]}, {'text': 'รัฐบาลเฮงซวย', 'indices': [140, 153]}, {'text': 'รัฐบาลส้นตีน', 'indices': [154, 167]}, {'text': 'การศึกษาไทย', 'indices': [169, 181]}, {'text': 'กระทรวงศึกษาธิการ', 'indices': [182, 200]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
pos,MissVanjieMiss1,1383674994761162755,ขายFAROSE ฟาโรส 1200บาท หนังสือเรียนจะถ่ายเอกสารทำเล่มให้ค่ะ เนื่องจากหนังสือชำรุด #แนะนำ #การศึกษา #เตรียมสอบ #ส่งต่อคอร์สเรียนพิเศษ #ขายคอร์สเรียน #ขายคอร์สเรียนออนไลน์ #ขายคอร์สเรียนพิเศษ #ส่งต่อคอร์สเรียนพิเศษ #คอร์สเรียนพิเศษ #ขายคอร์ส #Dek64 #dek65 #ของดีบอกต่อ #TCAS #DekD https://t.co/ipDnxkbNbO,False,2021-04-18 06:53:20,,13386,0,"{'hashtags': [{'text': 'แนะนำ', 'indices': [83, 89]}, {'text': 'การศึกษา', 'indices': [90, 99]}, {'text': 'เตรียมสอบ', 'indices': [100, 110]}, {'text': 'ส่งต่อคอร์สเรียนพิเศษ', 'indices': [111, 133]}, {'text': 'ขายคอร์สเรียน', 'indices': [134, 148]}, {'text': 'ขายคอร์สเรียนออนไลน์', 'indices': [149, 170]}, {'text': 'ขายคอร์สเรียนพิเศษ', 'indices': [171, 190]}, {'text': 'ส่งต่อคอร์สเรียนพิเศษ', 'indices': [191, 213]}, {'text': 'คอร์สเรียนพิเศษ', 'indices': [214, 230]}, {'text': 'ขายคอร์ส', 'indices': [231, 240]}, {'text': 'Dek64', 'indices': [241, 247]}, {'text': 'dek65', 'indices': [248, 254]}, {'text': 'ของดีบอกต่อ', 'indices': [255, 267]}, {'text': 'TCAS', 'indices': [268, 273]}, {'text': 'DekD', 'indices': [274, 279]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ipDnxkbNbO', 'expanded_url': 'https://twitter.com/MissVanjieMiss1/status/1383394468150140931', 'display_url': 'twitter.com/MissVanjieMiss…', 'indices': [280, 303]}]}"
neg,Ambercute5,1383639285329395712,"อีโปรแกรมบุ๊คมาร์คของโรงเรียนท่ครูใช้กรองคะแนนเด็กเนี่ย ควรพัฒนาได้แล้วนะคะ ใช้มาจะสิบปีแล้ว โบราณมาก จะส่งงานทีต้องขับรถเอาแฟรชไดร์ฟไปส่ง แล้วโลกนี้จะมีอินเทอร์เน็ตไว้ทำไม 😟😡🤕
#กระทรวงศึกษาธิการ #การศึกษาไทย",False,2021-04-18 04:31:27,,2929,0,"{'hashtags': [{'text': 'กระทรวงศึกษาธิการ', 'indices': [177, 195]}, {'text': 'การศึกษาไทย', 'indices': [196, 208]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
pos,MissVanjieMiss1,1383574939597295618,ขายFAROSE ฟาโรส 1200บาท หนังสือเรียนจะถ่ายเอกสารทำเล่มให้ค่ะ เนื่องจากหนังสือชำรุด #แนะนำ #การศึกษา #เตรียมสอบ #ส่งต่อคอร์สเรียนพิเศษ #ขายคอร์สเรียน #ขายคอร์สเรียนออนไลน์ #ขายคอร์สเรียนพิเศษ #ส่งต่อคอร์สเรียนพิเศษ #คอร์สเรียนพิเศษ #ขายคอร์ส #Dek64 #dek65 #ของดีบอกต่อ #TCAS https://t.co/ipDnxkbNbO,False,2021-04-18 00:15:45,,13386,0,"{'hashtags': [{'text': 'แนะนำ', 'indices': [83, 89]}, {'text': 'การศึกษา', 'indices': [90, 99]}, {'text': 'เตรียมสอบ', 'indices': [100, 110]}, {'text': 'ส่งต่อคอร์สเรียนพิเศษ', 'indices': [111, 133]}, {'text': 'ขายคอร์สเรียน', 'indices': [134, 148]}, {'text': 'ขายคอร์สเรียนออนไลน์', 'indices': [149, 170]}, {'text': 'ขายคอร์สเรียนพิเศษ', 'indices': [171, 190]}, {'text': 'ส่งต่อคอร์สเรียนพิเศษ', 'indices': [191, 213]}, {'text': 'คอร์สเรียนพิเศษ', 'indices': [214, 230]}, {'text': 'ขายคอร์ส', 'indices': [231, 240]}, {'text': 'Dek64', 'indices': [241, 247]}, {'text': 'dek65', 'indices': [248, 254]}, {'text': 'ของดีบอกต่อ', 'indices': [255, 267]}, {'text': 'TCAS', 'indices': [268, 273]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ipDnxkbNbO', 'expanded_url': 'https://twitter.com/MissVanjieMiss1/status/1383394468150140931', 'display_url': 'twitter.com/MissVanjieMiss…', 'indices': [274, 297]}]}"
