,description,created_at
3104,ไว้ให้น้องออกมาเจอโลกให้มันกว้างๆกว่านี้หน่อยแล้วกันเนาะ #การศึกษาฆ่าฉัน  #ครูคะหนูนินทาครูในนี้ค่ะ #พระมหาเทวีเจ้า https://t.co/5Kdphz4JM2,2021-03-05 16:10:20
3105,"สอบธรรมะไปทำไม
สอบไปเป็นพระพุทธเจ้าเหรอ..?
#สอบธรรมมะ #การศึกษาฆ่าฉัน #สอบนักธรรม",2021-03-05 16:41:51
3106,"#WhatsHappeningInThailand

ไปเจอมาอีกแล้ว
ปากบอกว่าอยากให้ดีขึ้น
แต่พออ่านไปอ่านมา
แหม รู้เลยนะคะ
ว่า...

#การศึกษาฆ่าฉัน
#ม็อบ6มีนา https://t.co/ocHCRsxQVR",2021-03-05 17:05:26
3107,มาเร็วทุกคน 👉🏻👉🏻 #เลื่อนไม่ได้ก็รื้อระบบ ตามมาๆ #กูสั่งให้มึงเลื่อนสอบ #ทวงคืนความยุติธรรมให้Dek64 #เลื่อนสอบให้อนาคตของชาติDay4 #DEK64 #ความล้มเหลวของการศึกษาไทย https://t.co/WjjNRasrCU,2021-03-15 12:13:19
3108,"เราโดนครูเรียกพร้อมกับเพื่อนผช.คนนั้น
ด้วยความตกใจ พอครูถามว่าข้อนี้ผิดตรงไหน เราอึ้งและงงว่าเกิดอะไร แต่เพื่อนผชคนนั้นตอบได้ ครูจึงตัดสินว่าเราคือคนที่ลอกคำตอบข้อนี้ เราตกใจ เสียใจมากทั้งที่เราทำเอง และเราทำผิดเอง เราถึงไม่รู้ไงว่าข้อนั้นมันผิดยังไง
#การศึกษาไทย",2021-03-15 12:38:11
3109,"สั่งชิ้นงานตอนใกล้สอบไฟนอล เห็นเด็กเป็นอะไรก่อน? เผื่อไม่รู้นะคะว่าม.6มีสอบอีกเป็นโหล แค่นี้ก็แย่แล้ว แทนที่จะได้เอาเวลาไปอ่านสอบอะไรอื่นๆ แล้วทำมาเป็นอยากให้ได้คะแนนดีที่เรียนดี 
#การศึกษาฆ่าฉัน เพราะงั้นช่วย #เลื่อนสอบ เหอะครูยังสั่งงานพร่ำเพรื่ออยู่เลย",2021-03-15 12:52:41
3110,เมื่อไหร่ครูจะหยุด จ้วบจ้าบเสื้อกันหนาวของนักเรียนสักที #การศึกษาฆ่าฉัน #การศึกษาไทย,2021-03-15 12:54:38
3111,"วันนี้ฉันเรียนวิชาประวัติศาสตร์สั่งงานเป็นกองๆแล้วครูก็พูดว่าครูรู้พวกเธอไม่มีการบ้านหรอก ฉันนี่อยากจะแหกกระเป๋านักเรียนให้ดูว่างานเยอะขนาดไหน
#การศึกษาไทย #การศึกษาฆ่าฉัน",2021-03-15 12:57:01
3113,คือเราแค่พับกระโปรงอ่ะแบบประมาณว่ากระโปรงมันหลวมไรงี้แล้วอยู่ๆครูก็มาดึงกระโปรงเราลงให้ยาวค่ะเราก็บอกแล้วว่ามันหลวมครูก็บอกเอาเข็มกลัดมาติดคือเรางงมากค่ะ แล้วยังพูดอีกว่าใครพับกะโปรงจะพับให้สั้นจนเห็นขอบกางเกงใน คือแบบนี้มันไม่สมควรใช่ไหมคะ แล้วคำพูดที่พูดออกมาคือแย่ #การศึกษาไทย,2021-03-15 13:15:34
3116,กูเหนื่อยมาตั่งแต่ต้นเทอมแล้วพอเจอแบบนี้กูแย่ไปเลย #การศึกษาไทย #การศึกษาฆ่าฉัน,2021-03-15 13:31:02
3117,โดนหักคะแนน พฤติกรรม เพราะไปเรียนสาย วันละ10คะแนน  เหตุผลที่มาสายเพราะไปรับแม่กลับจากโรงงานเลยมาสาย พ่อเราก็แจ้งอาจารย์ที่ปรึกษาไปแล้ว  พอไปถึงก็โดนหักคะแนนอยู่ดี  แล้วนี่ ต้องโดนเข้าค่ายปรับพฤติกรรม เหตุผลเพราะมาสาย ทั้งๆที่เรามีธุระมีเหตุผลที่พอจะต้องมาสาย   #การศึกษาไทย https://t.co/35OCauqeMi,2021-03-15 13:33:59
3119,คณิตเพิ่มกับคณิตพื้นมึงทะเลาะไรกันถามจริงเหอะ เรียนด้วยกันไม่ได้? #การศึกษาไทย,2021-03-15 13:57:08
3120,https://t.co/TJoVlmaE6r แชร์อีกรอบค่ะ สามทุ่มแล้วมาสีมหัวคุยกัน #ClubhouseTH #การศึกษาไทย,2021-03-15 13:59:14
3121,น้อง​ม.1บอกติดร.​ทั้งๆที่ส่งงานครบแล้ว​วดฟ! #การศึกษาไทย,2021-03-15 14:02:53
3122,ถามจริงนะ มีคนไม่ปิดไฟจำเป็นต้องหักเงินออมทรัพย์ที่จารย์บังคับฝาก50เลยอ่อ 50บาทนี่ค่าข้าววันนึงเลยนะ 50บาทต่อ22คนอะนะ พันกว่า แล้วบอกเด็กไม่ประหยัดไฟ แล้วจารย์เปิดแอร์เย็นขนาดนั้นทำไม เปิดทำไม ไหนอะตัวอย่างที่ดี ไม่แปลกนะถ้าค่าไฟมันจะสามหมื่นบาทต่อเดือนอะ ดูจารย์ทำดิ #การศึกษาไทย https://t.co/jZmurxMLhA,2021-03-15 14:13:48
3123,"วันนี้นั่งสอบอยู่แล้วได้ยินครูพูดกันเรื่องงาน ""พี่เห็นลูกทำงานแล้วสงสารมากตื่นมาเที่ยงคืนยังเห็นลูกทำงานอยู่เลย พี่เข้าใจเด็กนร.เลย พี่เลยไม่สั่งงานเด็กเยอะ"" ในขณะที่ครูบางคนไม่ได้สนใจเลยด้วยซ้ำว่าเด็กจะได้พักผ่อนรึป่าวไหวรึป่าว ทำไม่ทันก็โทษนร.การศึกษาไทยอะเนอะ
#การศึกษาไทย",2021-03-15 14:27:03
3127,แต่ตัวเองก็เหนื่อยอีก แต่ไม่กล้าจะบ่น ถึงบ่นก็บ่นให้เหมือนพูดเล่นๆ ไม่อยากให้เขาเหนื่อยเปล่าๆ เหมือนเป็นความหวังของบ้าน ต้องทำให้ดีที่สุด ยังไงก็ต้องจบล่ะ เหนื่อยก็ต้องสู้ต่อ เพื่ออนาคตตัวเองนี่แหละ สู้ๆ ชีวิตมหาลัย ใช้ให้คุ้ม #การศึกษาไทย,2021-03-15 15:32:28
3129,การศึกษาฆ่าฉันจริงๆ เราเริ่มท้อกับการเรียนมาก เพราะเราเรียนหนักงานเยอะ จนกลายเป็นเราเริ่มไม่อยากทำมัน หมดPassionเพราะคนสอน เราไม่เข้าใจระบบการสอนแบบนี้ที่เรียนและสั่งงานเยอะๆพร้อมกัน ซึ่งมันสามารถฆ่านร.ได้เลยนะเว้ย ขอร้องเถอะ หยุดสั่งงานหนักๆซักที #การศึกษาฆ่าฉัน,2021-03-15 16:55:52
3130,มึงเคยเครียดแบบ กลัวจะไม่มีที่เรียนแล้ว ลุกขึ้นมาอ่านหนังสืออีกรอบไหม เออ กูเป็น #การศึกษาฆ่าฉัน,2021-03-15 17:32:46
3131,จากรีล่า เลยนึกวัยประถมใสๆน่ารักกุ่บกิ่บ ก้อบับว่าตอนประถม ปกติเราไม่เรียนพิเศษแต่รู้ว่าครูที่รรมีสอน มีวันนึงหลังเลิกเรียน ต้องไปบ้านเพื่อน จำไม่ได้ว่าไปทำงานหรือไร #การศึกษาไทย,2021-03-15 19:43:03
3132,เราเลยเรียนด้วยก้อมีข้อสอบให้ทำชุดนึงแล้วก้อเฉลย เราเรียนพิเศษครั้งนั้นเพราะขก อาทิตย์ต่อมามีสอบวิชาแก ปรากฏว่าใช้ข้อสอบเดียวกับที่สอนเพื่อนเราเลยจ้า copy paste ยั่วๆจ้า แบบว่าไม่สลับขงสลับข้อเลย  #การศึกษาไทย,2021-03-15 19:43:30
3133,พอถามเพื่อนว่าวิชาอื่นมีไหม เพื่อนบอกว่ามีก้อสเต็ปเดิมเลยคือเขาจะเอาข้อสอบที่สอบมาสอนเด็กเรียนพิเศษก่อนจ้า  ประเด็นคือนี้คือวัยประถมนาจา #การศึกษาไทย,2021-03-15 19:43:48
3136,แค่ตื่นมาตอนเช้าแล้วรู้ว่าวันนี้จะต้องไปเจออะไรหนักๆที่โรงเรียนอีกแค่นี้เลยนะ บางครั้งก็ร้องไห้แล้วอ่ะ #ความล้มเหลวของการศึกษาไทย,2021-03-16 00:35:58
3137,ทรงผมมีผลต่อการเรียนมั้ยครับ??#การศึกษาไทย,2021-03-16 01:03:29
3138,"อาจารย์บอกว่า ครูใส่ชุดไทยสวยๆ จะให้ไปจับไม้กวาด ไม่ได้ อ่าม กูใส่ชุดนร.จะให้กูไปจับไม้กวาด ก็ไม่ได้เหมือนกันจ่ะ กูมีหน้าที่เรียนเนาะ

#ความล้มเหลวของการศึกษาไทย",2021-03-16 01:11:15
3139,#การศึกษาไทย แต่โชคดีกูหน้าด้านเลยกล้า,2021-03-16 01:56:20
3141,ล่าสุดเด็กข้างบ้านโดนเรียกเข้าห้องปกครองเพราะดื่มน้ำในแถวโดยครูให้เหตุผลว่าการดื่มน้ำในแถวเหมือนการจัดปาร์ตี้สังสรรค์ คะ? #การศึกษาไทย #การศึกษาฆ่าฉัน,2021-03-16 02:38:25
3142,"เฮ้ย ผมอยู่สายศิลป์จีนนะ ทำไมต้องเก็บหน่วยกิตคณิตเยอะ แล้วทำไมต้องใช้ข้อสอบแบบเดียวกับห้องวิทย์คณิตด้วยล่ะ... บ้าที่สุด
#ความล้มเหลวของการศึกษาไทย",2021-03-16 02:40:18
3143,ทำไมต้องมานั่งเครียดกับวิชาที่ไม่ได้จะเอาสอบเข้าด้วย ครูบางคนชอบคิดว่าวิชาตัวเองสำคัญกับเด็กทุกคน คือมันก็สำคัญในช่วงเรื่องแรกๆ แต่พอเนื้อหามันเริ่มไปไกลขึ้นมันก็ไม่ได้เข้ากับนักเรียนทุกคนแล้วค่า #ความล้มเหลวของการศึกษาไทย,2021-03-16 02:46:43
3144,"สอนผิดพลาดควรโดนหักเงินเดือน
#การศึกษาไทย",2021-03-16 03:21:13
3145,#ม็อบ16มีนา #รรประจำอำเภอหผ #โบ๊ะบ๊ะแฟมิลี่ #การศึกษาไทย ช่วยด้วยค่ะ https://t.co/CRJ0gk8T1Z,2021-03-16 03:34:33
3146,ไฟนอลของเด็กมหาลัย สไลด์ไม่ให้ มีหนังสือที่ข้อมูลไม่ครบบางอย่างไม่มีให้ข้อสอบ พิสูจน์มาแล้วตอนมิดเทอม #การศึกษาไทย https://t.co/lcbKWDWy9s,2021-03-16 03:37:49
3147,เอาจริงเสียเงินค่าNetflix ได้ฝึกภาษาและได้มุมมองความคิดของประเทศที่เจริญแล้ว ได้ความรู้คุ้มค่ามากกว่าเสียเงินค่าเทอมไปเรียน #การศึกษาฆ่าฉัน #การศึกษาไทย #ความล้มเหลวของการศึกษาไทย #ชีวิตเด็กมหาลัย,2021-03-16 03:39:50
3148,"ยุวกาชาด,ลูกเสือ,เนตรนารี พวกนี้เนี่ย ยกเลิกได้ยัง ซ้ำซาก ไร้สาระ ต้องมาส่วนสนามทำพิธีทำไม มีประโยชน์อะไร #การศึกษาไทย",2021-03-16 03:54:36
3150,"คนที่จบจากราชภัฏไม่ได้มีแค่ประเทศไทยประเทศเดียว มีชาวพม่า ลาว กัมฟูเจีย(กัมพูชา) เวียดนาม(รวมทั้งพี่ชายผมด้วยที่จบที่นั่นด้วย) คุณอายประเทศเพื่อนบ้านมั้ยน้องป้อม? ถ้าเกิดเขาดูถูกความห่วยแตกการศึกษาประเทศคุณอย่างหนัก คุณจะรู้สึกอย่างไร?
#ความล้มเหลวของการศึกษาไทย https://t.co/8sGLUG7fms",2021-03-16 04:31:54
3152,ครูภาษาจีนท่านหนึ่ง อ้างว่านร.ขาดวิชาของตนแต่ก็ไม่เคยเข้าสอน สั่งแต่งานออนไลน์  สั่งใบงาน ส่งแล้วก็ชอบดูถูกความสามารถของเด็กไม่รับงานเด็กอีก บอกว่าลายมือจีนไม่สวย ลายมือภาษาไทยยิ่งไม่สวย ไม่ให้กำลังใจเด็ก ซ้ำยังตัดกำลังใจอีก😡ชรท #การศึกษาไทย,2021-03-16 05:01:20
3153,"ทุกคนคิดว่าสาเหตุของการถูกล่วงละเมิดทางเพศเกิดขึ้นได้อย่างไรคะ
จะเอาไปทำโครงงานค่า
*ไม่เอาแบบอิพวกปิตาธิปไตยว่าผู้หญิงไม่รักนวลสงวนตัวนะตะ☺️
ขอฝากหน่อยน้า #ทวิตดีคนรีน้อย #การศึกษาฆ่าฉัน #การศึกษาไทย",2021-03-16 05:10:25
3154,ครูควรคุยกับลูกศิษย์แบบนี้หรอคะ? #ความล้มเหลวของการศึกษาไทย https://t.co/PadJXYnbkS,2021-03-16 05:10:45
3155,สิ่งที่เด็กไทยทุกคนต้องเจอคือการหมดหวัง #การศึกษาไทย,2021-03-16 05:12:21
3156,#การศึกษาไทย  เพื่อนๆคิดยังไงหับเพื่นเราไม่เคยเข้าเรียนออนไลน์ อาโพยเข้าห้องสอบ แล้วไม่ติดF การศึกษาไทยให้เหี้ยอะไร ในเมื่อกูไปเรียน สางงานในคราบ กูแค่เรียนไม่เก่ง ไม่ใช่ว่ากูไม่ทำ แต่กูไม่ถนัด แต่ละวิชา แม่ง เฮงซวย,2021-03-16 05:17:30
3157,ระยะเวลาผ่านมาสี่ปีก็ยังเหมือนเดิม นี่หรือคือ #การศึกษาไทย https://t.co/pmzJDDP2gC,2021-03-16 05:49:32
3158,กูล่ะเกลียดชห.ครูที่ชอบทำงานนักเรียนหายแล้วบอกว่าไม่ได้ส่ง.โคตรเหนื่อยเลยว่ะ╭∩╮(ಠ_ಠ)╭∩╮#การศึกษาไทย #การศึกษาฆ่าฉัน,2021-03-16 06:07:13
3159,นี่หรอการศึกษาที่ดี กี้ดดดดอีควายปัญญาอ่อนๆๆๆๆๆ #ความล้มเหลวของการศึกษาไทย https://t.co/EMnxlS1vew,2021-03-16 06:12:52
3160,อะไรที่ติดป้ายว่า ห้ามสูบบุหรี่ เเละ ปลอดบุหรี่ เเต่คืออะไรครูยืนสูบเอง เเละพานักเรียนสูบด้วย #การศึกษาไทย,2021-03-16 06:17:53
3161,ทำไมต้องเข้าแถว?#ความล้มเหลวของการศึกษาไทย,2021-03-16 06:18:39
3162,"ไม่น่ามาเป็นครูมาสอนเลย
สอนก้ไม่เข้าใจ สั่งงานเยอะ 
ล่าสุดpowerpoint ให้พิมพ์ทุกตัวอักษรในหนังสือทุกตัว มึงบ้าละ!!! PowerPointเค้าให้ย่อเนื้อหามาสรุป
ไม่น่ามาเป็นครูเลย สงสารเด็กหน่อย
อายุก้ยังน้อยๆอ่ะ
#การศึกษาฆ่าฉัน #การศึกษาไทย #กูจะบ้าตายรายวัน",2021-03-16 06:19:50
3163,ครูมีหน้าที่สอนหรือ bully เด็กคะ งงมาก ครูบางท่านคือไม่ไหวจริงๆค่ะ เอาเวลาที่ bully เด็กไปสอนดีกว่ามั้ยคะ สอนก็ไม่รู้เรื่อง ลาออกไปอีสัด #การศึกษาฆ่าฉัน #การศึกษาไทย,2021-03-16 06:26:51
3165,"เเบบครูเเม่งมาชอบเพื่อนกูเเบบชัดเจนมากอะ เเล้วเเบบมาลำเอียงคะแนนด้วยนะเหี้ยมากก ขอเล่าใน #clubehouseTH

วันศุกร์นี้เจอกัน 20:00
#การศึกษาฆ่าฉัน

https://t.co/6tTYyOOsRl https://t.co/EkOuc5AkDe",2021-03-16 06:59:24
3170,มีเยอะครูอาจารย์ที่ทำตัวแบบนี้เยอะ ชอบทำตัวมีอำนาจกับนร.นักศึกษา เปรียบเทียบดูถูก ใช้คำพูดไม่ดีไม่จริงใจในการสอน เอาแต่ให้นร.ไปค้นคว้าหาเอง ตัวเองแค่ตรวจงานให้คะแนน กุเจ็บปวดกับการศึกษาไทยมากๆ เกือบฆ่าตัวตายมาแล้ว กุไม่อยากให้เด็กรุ่นหลังต้องมาเจอแบบนี้กันอีกแล้ว #การศึกษาฆ่าฉัน,2021-03-16 07:12:31
3172,การสอบคะเเนน 7.5 คือผ่านเกณฑ์ เเต่คือสอบได้เเค่ 7 คะเเนน ขาดอีก 0.5 คะเเนน ให้นักเรียนสอบใหม่หมด เเล้วต้องสอบให้ผ่าน 15 คะเเนน เพื่อเอา 0.5 คะเเนนถึงจะผ่าน การเเก้สอบเพื่อคะเเนน 0.5 คือครูไม่มีความคิดที่ดีกว่านี้หรอคะ #การศึกษาไทย,2021-03-16 07:25:48
3173,มันอยู่ในจุดที่ครูบูลลี่น้องเราจนไม่กล้าไปโรงเรียน ทำจนเด็กที่เราแทบไม่เห็นเขาร้องไห้ กลับมาร้องไห้ว่าไม่อยากไปโรงเรียนอีกแล้ว มีผปค.เคยไปแจ้งเรื่อง เด็กห้องน้องก็โดนบูลลี่มากกว่าเดิม พอเราจะไปคุย จะไปดำเนินเรื่องครูคนนี้ น้องก็ร้องไห้กลัวติด ร. ครูแย่ๆ #การศึกษาฆ่าฉัน,2021-03-16 07:28:07
3174,การมัดผม ตัดผม คือถ้าไม่ตัดหรือมัดผมผิดระเบียบมันทำให้เด็กสอบตกหรอ ทำโทษคือการตัดผมนักเรียนจนร้านไม่สามารถเเก้ไขได้ ทำโทษคือการขยี้หัวเด็กเพื่อให้เด็กมัดผมใหม่ ให้เด็กทำเเบบนี้เเล้วทำให้เด็กเรียนดีขึ้น ได้เกียรตินิยมอันดับ 1 หรือได้เกรด 4 ทุกวิชาหรอ #การศึกษาฆ่าฉัน  #การศึกษาไทย,2021-03-16 07:30:38
3176,ยิ่งจะสอบยิ่งสั่งงาน อีควาย #การศึกษาฆ่าฉัน,2021-03-16 08:02:44
3177,"คำถามคือทำไมเราต้องเรียนเยอะขนาดนี้และทำงานส่งอย่างบ้าคลั่ง ทำไมรู้สึกใช้ชีวิตไม่คุ้มเลยไม่ได้ออกไปทำอะไรสนุกๆเท่าที่ควร🥲
#การศึกษาฆ่าฉัน https://t.co/JLODeaCP11",2021-03-16 08:12:11
3178,"แล้ววิชานึงนะงานนึงกุเขียนจนมือหงิก🥲
#การศึกษาฆ่าฉัน",2021-03-16 08:13:04
3179,"จากใจนักเรียนที่ทำถูกทุกอย่างแต่กลายเป็นว่าผิดเพราะครูจำไม่ได้ อีดอกงง
#การศึกษาฆ่าฉัน https://t.co/XjjoYDrqsA",2021-03-16 08:30:03
3181,ขอคำปรึกษาหน่อยครับ ตอนนี้ผมติดมผ.วิชาโครงการวิชาชีพ เนื่องจากอาจารย์ให้แบบไม่ได้ตรวจเล่มแม้แต่น้อยเลย ให้แบบไม่มีเหตุผลเด็ดติดเกือบยกห้อง เราสามารถทำอะไรได้บ้างครับ #การศึกษาไทย #การศึกษาฆ่าฉัน,2021-03-16 09:53:05
3185,เคยไหม โดนเช็คชื่อว่าขาดเรียน ทั้งๆที่ตัวกูเองก็นั่งโง่ๆอยู่ในห้องเรียน #การศึกษาไทย เเล้วก็ไม่ต้องมาอ้างว่าไม่ได้ยิน กูตะโกนว่า มาค่ะ!!!ตั้งสองรอบไม่ได้ยินก็ไปเช็คหูใหม่นะคะ,2021-03-16 10:32:04
3188,เจบมากแม๋มุง #การศึกษาไทย https://t.co/ZmlUoYTW3i,2021-03-16 10:49:21
3189,คุณคิดยังไงกับครูที่ด่าเด็กว่า เสร่อ คือเราใส่ชุดเนตรนารีไปวันอังคารเเต่มันมีคนอื่นใส่อีกก็เยอะอยู่ เเต่เรากับโดนด่าว่าเสร่อใส่ชุดนี้มาเเล้วพูดจาเเบบนี้ต่อหน้าเพื่อนให้เราอับอาย คือ งงมาก #การศึกษาไทย #ครูหยุดประจานกูได้ยัง #เกิดมาเป็นครูได้ไง,2021-03-16 10:56:45
3190,"กำเนิด ""#มหาวิทยาลัยราชภัฏวไลยอลงกรณ์"" กับอนุสรณ์และตราสัญลักษณ์ของ เจ้าฟ้าวไลยฯ ผู้ทรงอุปถัมภ์การศึกษา

#มหาวิทยาลัย #การศึกษา #เจ้าฟ้าวไลยอลงกรณ์ #โรงเรียนฝึกหัดครู #ศิลปวัฒนธรรม #SilpaMag

https://t.co/WwODZDIB69 @Silpa_Mag",2021-03-16 11:09:26
3191,เลิกเถอะ เข้าแถวเคารพธงชาติ มันไม่ได้พัฒนาอะไรเลยไม่ว่าด้านไหนๆ ไร้สาระมาก #การศึกษาฆ่าฉัน #การศึกษาไทย #dek64กําลังถูกทิ้ง #Dek64 #dek65 #สงสารเด็กนรไทย https://t.co/7AdAALOBei,2021-03-16 11:11:22
3192,อยากร้องแงวๆชุ้นก่อแค่เด่กคงนึงตะไมไกล้ฉอบเยื่อนชั้นงานมันเยอะหยั่งงี้ #การศึกษาฆ่าฉัน,2021-03-16 11:13:44
3193,ให้เด็กแบกพวกหนังสือหนักๆไปเรียนแต่ออกข้อสอบเท่าขี้เล็บ #ความล้มเหลวของการศึกษาไทย,2021-03-16 11:14:46
3194,"เหี้ยสุดคือตัดสินคนจากสายการเรียนคือเด็กวิทย์ ฉลาด เด็กศิลป์โง่
กูไม่โอเค #ความล้มเหลวของการศึกษาไทย",2021-03-16 11:15:41
3195,"ทำไมถึงชอบบอกว่าเด็กมีปัญหาคะ?
คืออาจารย์รึเปล่าคะที่มีปัญหา
#การศึกษาไทย #การศึกษาฆ่าฉัน",2021-03-16 11:24:32
3196,"โรงเรียนบึงกาฬชื่อดัง ตัวย่อขึ้นต้นด้วยบึง
#โรงเรียนชื่อดังย่านอําเภอ 
#ยกเลิก112 
#การศึกษาไทย 
#คนไทย https://t.co/LemKn5GRzA",2021-03-16 11:54:29
3198,นี่เกลียดมากโดยเฉพาะครูที่สอนวิทยาการ มันเป็นอะไรกับห้องหนึ่งมากป่าววะ งานที่ให้ก็เยอะกว่าห้องอื่นแล้วห้องหนึ่งมันก็นักเรียนปกติเหมือนกับเด็กห้องอื่นมั้ยวะ ละมันก็ไม่ใช่ง่ายๆนะไอเหี้ยห้องอื่นได้งานแค่5ข้อห้องนี่ได้10โถอี- #การศึกษาไทย,2021-03-16 12:39:49
3200,"เพื่อนที่ดีคือเพื่อนที่คอยให้กำลังใจอยู่เสมอคอยช่วยเหลืออยู่เสมอ คือเราระบายความในใจกับเพื่อนเรื่องการเรียนขนาดม.3เองนะเรายังรู้สึกเหนื่อยเลยเราบ่นกับเพื่อนว่าทำไมครูชอบสั่งงานเยอะจังซึ่งมันเยอะจริงๆนะทุกคน 
ให้ภาพเล่าต่อเลยละกันค่ะ
#การศึกษาไทย #การศึกษาฆ่าฉัน https://t.co/WiVFgNOYLS",2021-03-16 13:06:13
3201,เรานี่ท้อกับชีวิตมาก เราบ่นเหนื่อยให้เพื่อนหลายรอบแล้วก็มีแต่คนนี้รับฟังตลอด ใครอัดอั้นไว้ปลดปล่อยให้เพื่อนของคุณฟังเถอะนะคะ ปล่อยออกมาแล้วมันโล่งมากจริงๆค่ะ   :( คนที่ผ่านมาเจอก็สู้ๆนะคะ ): #การศึกษาไทย https://t.co/5HnwgwavhK,2021-03-16 13:06:16
3204,"แบดเดย์มาก คาบดนตรีมีรวมกลุ่มร้องเพลงเล่นเครื่องดนตรี แม่งก็เล่นเหมือนกันทุกห้องอ่ะ แล้งก็ต้องมาแย่งเครื่องดนตรีกัน จะเทก็ไม่ได้ตั้ง 20 คะแนน แล้วครูคิดว่าเราที่มีคาบเก้าจะไปแย่งเครื่องดนตรีทันมั้ยคะ กลองก็ใช้ไม่ได้ ต้องไปเช้าห้องซ้อมเองอีก 

#การศึกษาไทย #การศึกษาฆ่าฉัน",2021-03-16 13:20:39
3205,เห็นตัวอย่างรูปเล่มโครงงานแล้วคิดอย่างเดียวในหัวเลยคือ เว่อไรขนาดนั้นอ่ะ ฟลิคขนาดตัวอักษร ฟลิคการย่อหน้า ฟลิคเรียง ก-ฮ A-Z(ท่องก-ฮ ปกติยังยากเลย) กิตติกรรมประกาศ? สารบัญตาราง? โอ้ยยย คืออะหยังนิสู!!!!! #การศึกษาไทย  #การศึกษา,2021-03-16 13:58:58
3206,เออนี่สงสัยอย่างนึงตั้งแต่อยู่มัธยมละ ทำไมโดนครูตีเสร็จละต้องไหว้อ่ะ ไหว้ที่ตีเราอ่อคะ #การศึกษาไทย,2021-03-16 14:05:33
3207,ย้อนคลิปดูก็ยังไม่เข้าใจ อาจารย์​สอนไม่รู้เรื่อง!!!! #การศึกษาไทย #การศึกษาฆ่าฉัน #ความล้มเหลวของการศึกษาไทย #ชีวิตเด็กมหาลัย,2021-03-16 14:05:55
3208,ขอเถอะนะ หยุดเอาคนที่ไม่ได้จบครุศาสตร์​มาเป็นผู้สอน คุณภาพแย่จริง ฉลาดแต่ไม่มีความสามารถ #การศึกษาไทย #การศึกษาฆ่าฉัน #ความลับของพนักงานk #ชีวิตเด็กมหาลัย,2021-03-16 14:07:47
3209,ปท เหี้ยนี้ทำลายชีวิตกู กูเลือกเรียนคณะที่อยากเรียนไม่ได้เพราะกลัวอดตาย กลัวไม่ทีอะไรเลี้ยงครอบครัว5555555555555555555555555555 กูต้องไปจาก ปท นี้ให้ได้ #การศึกษาฆ่าฉัน https://t.co/53kAMYSyry,2021-03-16 14:08:49
3210,"ยิ่งเรียน ยิ่งรู้สึกไม่มีอนาตต :(
#การศึกษาไทย #การศึกษาฆ่าฉัน #ความล้มเหลวของการศึกษาไทย #ชีวิตเด็กมหาลัย",2021-03-16 14:10:30
3211,"NTHU ตั้งกลุ่มที่ปรึกษาอาจารย์อินเดีย เพื่อเพิ่มความสัมพันธ์ในการแลกเปลี่ยนระหว่างไต้หวัน-อินเดีย #อินเดีย #ศูนย์การศึกษาไต้หวัน #นโยบายมุ่งใต้ใหม่ #การศึกษา
https://t.co/NBFr70rZZQ",2021-03-16 14:13:10
3212,"I am not อนาคตของชาติ
I am ความสิ้นหวังของชาติ
#การศึกษาไทย #การศึกษาฆ่าฉัน #ความล้มเหลวของการศึกษาไทย #ชีวิตเด็กมหาลัย",2021-03-16 14:18:55
3214,#การศึกษาไทย เหี้ยค่ะ เหี้ยตั้งแต่ระบบโครงสร้าง ระบบการสอน ยันบุคลากรบางคน,2021-03-16 14:29:37
3215,ก็รู้แหละว่าใกล้สอบแล้วมันต้องสอบย้อยเพื่อเก็บคะแนนที่เหลืออยู่แต่สิ่งที่คุณทำคือการสอบแบบไม่ใช่ทั่วไปเป็นข้อกาแถมยังกดดันนร. และชอบสอบแบบนัดติดๆกันอะ เหนื่อยเว้ย ถ้าการศึกษามันดีหรือการสอนการหาอะไรใหม่ๆที่ดีต่อนร.และไม่กดดันนร. มันจะดีกว่านี้เว้ย #การศึกษาฆ่าฉัน,2021-03-16 14:51:41
3216,ครูปาเทดไทยแม่งชอบสั่งการบ้านเกินตัวเด็กนักเรียน เกลียดสุดคือบอกว่าชิ้นงานที่เธอทำจะเอาไปเป็นสื่อการสอนให้รุ่นน้อง อะไรอ่ะ สื่อการสอนมันต้องครูจัดการป้ะ เฮี่ยไรเนี่ย #การศึกษาฆ่าฉัน,2021-03-16 14:55:45
3217,ปัญหาที่ควรแก้มากที่สุดของ #การศึกษาไทย เลยคือเนื้อหาที่น่าเบื่อ เป็นเนื้อหาตั้งแต่เมื่อหลายปีที่แล้วไม่สามารถดึงดูดความสนใจของเด็กนร.ได้  #การศึกษาฆ่าฉัน,2021-03-16 15:02:49
3222,แก ฉันผิดมั้ย ฉันไม่อยากเรียนต่อแล้วจริงอะ เห็นชีวิตรุ่นพี่แต่ละคนแล้วแบบมันเครียดแทน ถ้าเราโตขึ้นไปก็ต้องเจอแบบเขาแล้วเราเป็นเด็กไม่เก่งอะ เครียดมากเลย #การศึกษาไทย #การศึกษาฆ่าฉัน #ชีวิตเด็กมหาลัย,2021-03-16 15:31:10
3223,รู้สึกประเทศนี้ไม่มีพื้นที่ให้เด็กที่ไม่เก่งเลย ไม่เก่ง=ไม่มีค่า #การศึกษาไทย,2021-03-16 15:32:25
